Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM4019631v1	GCF_040196315.1	GCA_040196315.1	Halomonas pelophila	3151122	OK		CS7					GCF_040196315.1-RS_2025_06_16	2025-06-16		33	Scaffold	2024-06-15	JBEGCI01	32	67.5							Illumina NovaSeq	Dongguk University	PRJNA1111279	SAMN41387326	3631	3535	26	Halomonas	99.77	1.82
ASM1419228v1	GCA_014192285.1	GCF_014192285.1	Halomonas fontilapidosi	616675	OK		CECT 7341					Annotation submitted by DOE Joint Genome Institute	2020-08-14		25	Scaffold	2020-08-14	JACHXQ01	23	65.5							Illumina	DOE Joint Genome Institute	PRJNA546696	SAMN12025132	3435	3361		Halomonas	99.7	0.9
ASM1419228v1	GCF_014192285.1	GCA_014192285.1	Halomonas fontilapidosi	616675	OK		CECT 7341					GCF_014192285.1-RS_2025_05_05	2025-05-05		25	Scaffold	2020-08-14	JACHXQ01	23	65.5							Illumina	DOE Joint Genome Institute	PRJNA546696	SAMN12025132	3408	3319	24	Halomonas	99.7	0.9
ASM5121627v1	GCA_051216275.1	GCF_051216275.1	Halomonas salsilacus	3440841	OK		MA07-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-06-30		39	Scaffold	2025-07-05	JBPKAQ01	31	66							Illumina Novaseq 6000	Zunyi Medical University	PRJNA1280480	SAMN49523855	3438	3332	38	Halomonas	98.65	1.45
ASM5121627v1	GCF_051216275.1	GCA_051216275.1	Halomonas salsilacus	3440841	OK		MA07-2					GCF_051216275.1-RS_2025_07_07	2025-07-07		39	Scaffold	2025-07-05	JBPKAQ01	31	66							Illumina Novaseq 6000	Zunyi Medical University	PRJNA1280480	SAMN49523855	3440	3329	43	Halomonas	98.65	1.45
IMG-taxon 2617270784 annotated assembly	GCA_900116705.1	GCF_900116705.1	Halomonas korlensis	463301	OK		CGMCC 1.6981					Annotation submitted by DOE - JOINT GENOME INSTITUTE	2016-11-02		36	Scaffold	2016-11-02	FPBP01	34	62.5							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB17587	SAMN04487955	3799	3716		Halomonas	98.84	0.82
IMG-taxon 2617270784 annotated assembly	GCF_900116705.1	GCA_900116705.1	Halomonas korlensis	463301	OK		CGMCC 1.6981					GCF_900116705.1-RS_2025_05_03	2025-05-03		36	Scaffold	2016-11-02	FPBP01	34	62.5							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB17587	SAMN04487955	3815	3708	38	Halomonas	98.84	0.82
ASM3040926v1	GCA_030409265.1	GCF_030409265.1	Halomonas sabkhae	626223	OK		CECT 7246					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-30		34	Scaffold	2023-07-05	JAUFPM01	29	64							Oxford Nanopore	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653731	3156	3077	15	Halomonas	97.77	0.37
ASM3040926v1	GCF_030409265.1	GCA_030409265.1	Halomonas sabkhae	626223	OK		CECT 7246					GCF_030409265.1-RS_2025_07_07	2025-07-07		34	Scaffold	2023-07-05	JAUFPM01	29	64							Oxford Nanopore	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653731	3158	3078	16	Halomonas	97.77	0.37
ASM2141258v1	GCA_021412585.1	GCF_021412585.1	Halomonas alkalisoli	2907158	OK		M5N1S17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-05		47	Contig	2022-01-10	JAKCMI01	47	63.5							PacBio	Inner Mongolia university	PRJNA793134	SAMN24502862	4484	4370	44	Halomonas	98.59	2
ASM2141258v1	GCF_021412585.1	GCA_021412585.1	Halomonas alkalisoli	2907158	OK		M5N1S17					GCF_021412585.1-RS_2025_08_08	2025-08-08		47	Contig	2022-01-10	JAKCMI01	47	63.5							PacBio	Inner Mongolia university	PRJNA793134	SAMN24502862	4501	4394	37	Halomonas	98.59	2
ASM3001248v1	GCA_030012485.1	GCF_030012485.1	Halomonas rhizosphaerae	3043296	OK		LR5S13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-08		39	Contig	2023-05-15	JASCQQ01	39	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368797	4019	3890	56	Halomonas	99.73	2.14
ASM3001248v1	GCF_030012485.1	GCA_030012485.1	Halomonas rhizosphaerae	3043296	OK		LR5S13					GCF_030012485.1-RS_2025_12_09	2025-12-09		39	Contig	2023-05-15	JASCQQ01	39	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368797	4019	3901	45	Halomonas	99.73	2.14
ASM1099397v1	GCA_010993975.1	GCF_010993975.1	Halomonas faecis	1562110	OK		JSM 104105								60	Scaffold	2020-02-24	JAACZO01	59	64.5							Illumina HiSeq	College of Biology and Environmental Sciences	PRJNA579733	SAMN13118311				Halomonas	98.59	1.78
ASM1099397v1	GCF_010993975.1	GCA_010993975.1	Halomonas faecis	1562110	OK		JSM 104105					GCF_010993975.1-RS_2025_12_02	2025-12-02		60	Scaffold	2020-02-24	JAACZO01	59	64.5							Illumina HiSeq	College of Biology and Environmental Sciences	PRJNA579733	SAMN13118311	3956	3839	32	Halomonas	98.59	1.78
CIP111708	GCA_902500215.1	GCF_902500215.1	Halomonas lysinitropha	2607506	OK		3(2)					Annotation submitted by INSTITUT PASTEUR	2019-09-30		65	Scaffold	2019-09-30	CABVOU01	63	65							Illumina NextSeq 500	INSTITUT PASTEUR	PRJEB33772	SAMEA5972740	3557	3483		Halomonas	99.52	2.23
CIP111708	GCF_902500215.1	GCA_902500215.1	Halomonas lysinitropha	2607506	OK		3(2)					GCF_902500215.1-RS_2025_12_09	2025-12-09		65	Scaffold	2019-09-30	CABVOU01	63	65							Illumina NextSeq 500	INSTITUT PASTEUR	PRJEB33772	SAMEA5972740	3604	3492	26	Halomonas	99.52	2.23
ASM3145167v1	GCA_031451675.1	GCF_031451675.1	Halomonas koreensis	245385	OK		DSM 23530					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-04-14		40	Contig	2023-09-13	JARWAK01	40	69.5							Illumina HiSeq	University of Sevilla, Spain	PRJNA955151	SAMN34164679	3666	3571	18	Halomonas	99.67	1.47
ASM3145167v1	GCF_031451675.1	GCA_031451675.1	Halomonas koreensis	245385	OK		DSM 23530					GCF_031451675.1-RS_2026_01_14	2026-01-14		40	Contig	2023-09-13	JARWAK01	40	69.5							Illumina HiSeq	University of Sevilla, Spain	PRJNA955151	SAMN34164679	3675	3577	21	Halomonas	99.67	1.47
ASM3040930v1	GCA_030409305.1	GCF_030409305.1	Halomonas maura	117606	OK		CECT 5298					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-30		55	Scaffold	2023-07-05	JAUFPQ01	39	68							Illumina	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653727	4010	3913	32	Halomonas	99.78	2.67
ASM3040930v1	GCF_030409305.1	GCA_030409305.1	Halomonas maura	117606	OK		CECT 5298					GCF_030409305.1-RS_2025_07_07	2025-07-07		55	Scaffold	2023-07-05	JAUFPQ01	39	68							Illumina	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653727	4018	3912	41	Halomonas	99.78	2.67
ASM479890v1	GCA_004798905.1	GCF_004798905.1	Halomonas borealis	2508710	OK		ATF 5.2								158	Contig	2019-04-17	SDMO01	158	66							Illumina HiSeq	Universidad de Santiago de Compostela	PRJNA516569	SAMN10791422				Halomonas	99.55	1.33
ASM479890v1	GCF_004798905.1	GCA_004798905.1	Halomonas borealis	2508710	OK		ATF 5.2					GCF_004798905.1-RS_2025_08_01	2025-08-01		158	Contig	2019-04-17	SDMO01	158	66							Illumina HiSeq	Universidad de Santiago de Compostela	PRJNA516569	SAMN10791422	3114	2994	47	Halomonas	99.55	1.33
ASM1419221v1	GCA_014192215.1	GCF_014192215.1	Halomonas cerina	447424	OK		CECT 7282					Annotation submitted by DOE Joint Genome Institute	2020-08-14		55	Scaffold	2020-08-14	JACHXP01	53	65.5							Illumina	DOE Joint Genome Institute	PRJNA546695	SAMN12025078	3936	3853		Halomonas	99.03	2.34
ASM1419221v1	GCF_014192215.1	GCA_014192215.1	Halomonas cerina	447424	OK		CECT 7282					GCF_014192215.1-RS_2025_05_05	2025-05-05		55	Scaffold	2020-08-14	JACHXP01	53	65.5							Illumina	DOE Joint Genome Institute	PRJNA546695	SAMN12025078	3898	3771	58	Halomonas	99.03	2.34
ASM1844878v1	GCA_018448785.1	GCF_018448785.1	Halomonas jincaotanensis	2810616	OK		TRM 85114					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-17		60	Contig	2021-05-22	JAHCLU01	60	61.5							Illumina NovaSeq	Tarim University	PRJNA727660	SAMN19079086	3892	3738	96	Halomonas	99.19	0.78
ASM1844878v1	GCF_018448785.1	GCA_018448785.1	Halomonas jincaotanensis	2810616	OK		TRM 85114					GCF_018448785.1-RS_2025_11_28	2025-11-28		60	Contig	2021-05-22	JAHCLU01	60	61.5							Illumina NovaSeq	Tarim University	PRJNA727660	SAMN19079086	3930	3779	93	Halomonas	99.19	0.78
ASM3001047v1	GCA_030010475.1	GCF_030010475.1	Halomonas kalidii	3043293	OK		M4R5S39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-08		57	Contig	2023-05-13	JASCQN01	57	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368800	4561	4466	30	Halomonas	99.24	3.61
ASM3001047v1	GCF_030010475.1	GCA_030010475.1	Halomonas kalidii	3043293	OK		M4R5S39					GCF_030010475.1-RS_2025_12_09	2025-12-09		57	Contig	2023-05-13	JASCQN01	57	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368800	4569	4462	40	Halomonas	99.24	3.61
ASM396615v1	GCA_003966155.1	GCF_003966155.1	Halomonas nitroreducens	447425	OK		11S					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-12-18		49	Contig	2018-12-23	RXNS01	49	67.5							IIIumina Hiseq	Third Institute of Oceanography, State of Oceanic Administration	PRJNA510204	SAMN10599891	4084	3947	67	Halomonas	99.77	2.23
ASM396615v1	GCF_003966155.1	GCA_003966155.1	Halomonas nitroreducens	447425	OK		11S					GCF_003966155.1-RS_2025_05_04	2025-05-04		49	Contig	2018-12-23	RXNS01	49	67.5							IIIumina Hiseq	Third Institute of Oceanography, State of Oceanic Administration	PRJNA510204	SAMN10599891	4113	3998	46	Halomonas	99.77	2.23
ASM2248794v1	GCA_022487945.1	GCF_022487945.1	Halomonas flagellata	2920385	OK		EGI 63088					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-28		165	Scaffold	2022-03-05	JAKVPY01	163	66.5							Illumina HiSeq	Xinjiang Institute of Ecology and Geography	PRJNA809851	SAMN26203398	4338	4185	77	Halomonas	99.33	2.27
ASM2248794v1	GCF_022487945.1	GCA_022487945.1	Halomonas flagellata	2920385	OK		EGI 63088					GCF_022487945.1-RS_2025_08_06	2025-08-06		165	Scaffold	2022-03-05	JAKVPY01	163	66.5							Illumina HiSeq	Xinjiang Institute of Ecology and Geography	PRJNA809851	SAMN26203398	4357	4194	89	Halomonas	99.33	2.27
ASM4916675v1	GCA_049166755.1	GCF_049166755.1	Halomonas terrestris	3411041	OK		C05BenzN					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-03-24		63	Contig	2025-03-29	JBMHFZ01	63	67.5							DNBSEQ-G50	Research Center of Biotechnology RAS	PRJNA1240195	SAMN47510685	4225	4148	15	Halomonas	99.55	3.45
ASM4916675v1	GCF_049166755.1	GCA_049166755.1	Halomonas terrestris	3411041	OK		C05BenzN					GCF_049166755.1-RS_2026_03_01	2026-03-01		63	Contig	2025-03-29	JBMHFZ01	63	67.5							DNBSEQ-G50	Research Center of Biotechnology RAS	PRJNA1240195	SAMN47510685	4224	4141	21	Halomonas	99.55	3.45
ASM1206284v1	GCA_012062845.1	GCF_012062845.1	Halomonas salinarum	1158993	OK		G5-11								50	Contig	2020-04-06	WWNB01	50	61							Illumina NovaSeq	CAU(China Agricultural University)	PRJNA597252	SAMN13675364				Halomonas	94.06	0.37
ASM1206284v1	GCF_012062845.1	GCA_012062845.1	Halomonas salinarum	1158993	OK		G5-11					GCF_012062845.1-RS_2025_04_29	2025-04-29		50	Contig	2020-04-06	WWNB01	50	61							Illumina NovaSeq	CAU(China Agricultural University)	PRJNA597252	SAMN13675364	3111	2985	55	Halomonas	94.06	0.37
ASM1489800v1	GCA_014898005.1	GCF_014898005.1	Halomonas citrativorans	2742612	OK		FME63								77	Contig	2020-10-19	JABUYX01	77	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150959				Halomonas	98.91	0.37
ASM1489800v1	GCF_014898005.1	GCA_014898005.1	Halomonas citrativorans	2742612	OK		FME63					GCF_014898005.1-RS_2025_12_10	2025-12-10		77	Contig	2020-10-19	JABUYX01	77	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150959	3623	3482	73	Halomonas	98.91	0.37
ASM3040921v1	GCA_030409215.1	GCF_030409215.1	Halomonas ramblicola	747349	OK		CECT 7896					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-30		84	Scaffold	2023-07-05	JAUFPL01	36	68							Oxford Nanopore	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653733	3875	3749	46	Halomonas	99.22	1.42
ASM3040921v1	GCF_030409215.1	GCA_030409215.1	Halomonas ramblicola	747349	OK		CECT 7896					GCF_030409215.1-RS_2025_07_07	2025-07-07		84	Scaffold	2023-07-05	JAUFPL01	36	68							Oxford Nanopore	The Institute of Microbiology of the Chinese Academy of Sciences	PRJNA980407	SAMN35653733	3877	3745	52	Halomonas	99.22	1.42
IMG-taxon 2617270880 annotated assembly	GCA_900109725.1	GCF_900109725.1	Halomonas daqiaonensis	650850	OK		CGMCC 1.9150					Annotation submitted by DOE - JOINT GENOME INSTITUTE	2016-10-31		49	Scaffold	2016-10-31	FOBC01	46	64							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB16863	SAMN04488129	3517	3431		Halomonas	98.88	0.69
IMG-taxon 2617270880 annotated assembly	GCF_900109725.1	GCA_900109725.1	Halomonas daqiaonensis	650850	OK		CGMCC 1.9150					GCF_900109725.1-RS_2025_04_24	2025-04-24		49	Scaffold	2016-10-31	FOBC01	46	64							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB16863	SAMN04488129	3539	3388	80	Halomonas	98.88	0.69
ASM578018v1	GCA_005780185.1	GCF_005780185.1	Halomonas urmiana	490901	OK		TBZ3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-17		122	Contig	2019-05-22	VBUI01	122	67							Illumina	CHUNG ANG UNIVERSITY	PRJNA542772	SAMN11638126	3804	3624	109	Halomonas	99.86	1.3
ASM578018v1	GCF_005780185.1	GCA_005780185.1	Halomonas urmiana	490901	OK		TBZ3					GCF_005780185.1-RS_2025_03_29	2025-03-29		122	Contig	2019-05-22	VBUI01	122	67							Illumina	CHUNG ANG UNIVERSITY	PRJNA542772	SAMN11638126	3826	3691	64	Halomonas	99.86	1.3
ASM62004v1	GCA_000620045.1	GCF_000620045.1	Halomonas halodenitrificans DSM 735	1121941	OK		DSM 735								55	Scaffold	2014-04-08	JHVH01	52	64							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA221029	SAMN02952987				Halomonas	99	0.37
ASM62004v1	GCF_000620045.1	GCA_000620045.1	Halomonas halodenitrificans DSM 735	1121941	OK		DSM 735					GCF_000620045.1-RS_2025_05_02	2025-05-02		55	Scaffold	2014-04-08	JHVH01	52	64							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA221029	SAMN02952987	3236	3124	52	Halomonas	99	0.37
ASM1419205v1	GCA_014192055.1	GCF_014192055.1	Halomonas organivorans	257772	OK		CECT 5995					Annotation submitted by DOE Joint Genome Institute	2020-08-14		87	Scaffold	2020-08-14	JACHXM01	72	66							Illumina	DOE Joint Genome Institute	PRJNA546697	SAMN12025192	4543	4463		Halomonas	99.85	2.09
ASM1419205v1	GCF_014192055.1	GCA_014192055.1	Halomonas organivorans	257772	OK		CECT 5995					GCF_014192055.1-RS_2025_05_05	2025-05-05		87	Scaffold	2020-08-14	JACHXM01	72	66							Illumina	DOE Joint Genome Institute	PRJNA546697	SAMN12025192	4474	4370	35	Halomonas	99.85	2.09
ASM2355500v1	GCA_023555005.1	GCF_023555005.1	Halomonas llamarensis	2945104	OK		ATCHA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-20		176	Contig	2022-05-25	JAMJPJ01	176	55.5							Illumina HiSeq	Helmholtz Zentrum Dresden-Rossendorf	PRJNA839275	SAMN28522377	3622	3470	69	Halomonas	99.1	0.39
ASM2355500v1	GCF_023555005.1	GCA_023555005.1	Halomonas llamarensis	2945104	OK		ATCHA					GCF_023555005.1-RS_2025_05_29	2025-05-29		176	Contig	2022-05-25	JAMJPJ01	176	55.5							Illumina HiSeq	Helmholtz Zentrum Dresden-Rossendorf	PRJNA839275	SAMN28522377	3637	3469	83	Halomonas	99.1	0.39
ASM654000v1	GCA_006540005.1	GCF_006540005.1	Halomonas halmophila	252	OK		NBRC 15537					Annotation submitted by National Institute of Technology and Evaluation Biological Resource Center	2023-08-23		90	Contig	2019-06-12	BJOC01	90	63.5							Illumina HiSeq 1000	National Institute of Technology and Evaluation Biological Resource Center	PRJDB6062	SAMD00097584	2923	2875		Halomonas	98.54	0.39
ASM654000v1	GCF_006540005.1	GCA_006540005.1	Halomonas halmophila	252	OK		NBRC 15537					GCF_006540005.1-RS_2025_08_03	2025-08-03		90	Contig	2019-06-12	BJOC01	90	63.5							Illumina HiSeq 1000	National Institute of Technology and Evaluation Biological Resource Center	PRJDB6062	SAMD00097584	2948	2873	23	Halomonas	98.54	0.39
ASM3953704v1	GCA_039537045.1	GCF_039537045.1	Halomonas cibimaris	657012	OK		JCM 16914					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2024-02-01		77	Contig	2024-02-23	BAAAZT01	77	63							MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00645552	2423	2361		Halomonas	96.55	1.34
ASM3953704v1	GCF_039537045.1	GCA_039537045.1	Halomonas cibimaris	657012	OK		JCM 16914					GCF_039537045.1-RS_2025_05_10	2025-05-10		77	Contig	2024-02-23	BAAAZT01	77	63							MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00645552	2438	2328	43	Halomonas	96.55	1.34
ASM1489798v1	GCA_014897985.1	GCF_014897985.1	Halomonas colorata	2742615	OK		FME66								122	Contig	2020-10-19	JABUZA01	122	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150962				Halomonas	99.55	0.93
ASM1489798v1	GCF_014897985.1	GCA_014897985.1	Halomonas colorata	2742615	OK		FME66					GCF_014897985.1-RS_2025_12_09	2025-12-09		122	Contig	2020-10-19	JABUZA01	122	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150962	4241	4105	66	Halomonas	99.55	0.93
ASM3193571v1	GCA_031935715.1	GCF_031935715.1	Halomonas garicola	1690008	OK		KACC 18117								75	Scaffold	2023-09-25	JASSZF01	73	63.5							Illumina	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	PRJNA940285	SAMN35616883				Halomonas	98.9	2.21
ASM3193571v1	GCF_031935715.1	GCA_031935715.1	Halomonas garicola	1690008	OK		KACC 18117					GCF_031935715.1-RS_2025_09_27	2025-09-27		75	Scaffold	2023-09-25	JASSZF01	73	63.5							Illumina	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	PRJNA940285	SAMN35616883	2703	2581	54	Halomonas	98.9	2.21
ASM3233399v1	GCA_032333995.1	GCF_032333995.1	Halomonas saccharevitans	416872	OK		I4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-28		18	Scaffold	2023-10-03	JAVXUR01	10	67.5							Illumina NovaSeq	Lawrence Berkeley National Laboratory	PRJNA992430	SAMN37482664	3179	3098	16	Halomonas	99.77	0.58
ASM3233399v1	GCF_032333995.1	GCA_032333995.1	Halomonas saccharevitans	416872	OK		I4					GCF_032333995.1-RS_2025_11_20	2025-11-20		18	Scaffold	2023-10-03	JAVXUR01	10	67.5							Illumina NovaSeq	Lawrence Berkeley National Laboratory	PRJNA992430	SAMN37482664	3180	3099	16	Halomonas	99.77	0.58
ASM3425912v1	GCA_034259125.1	GCF_034259125.1	Halomonas elongata DSM 2581	768066	OK		ATCC 33173					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-04	1	1	Complete Genome	2023-12-10		1	63.5							Oxford Nanopore MinION; Illumina MiniSeq	Cultivarium	PRJNA1037563	SAMN38186261	3808	3716	9	Halomonas	99.62	0.37
ASM3425912v1	GCF_034259125.1	GCA_034259125.1	Halomonas elongata DSM 2581	768066	OK		ATCC 33173					GCF_034259125.1-RS_2024_12_11	2024-12-11	1	1	Complete Genome	2023-12-10		1	63.5							Oxford Nanopore MinION; Illumina MiniSeq	Cultivarium	PRJNA1037563	SAMN38186261	3810	3719	8	Halomonas	99.62	0.37
ASM5538694v1	GCA_055386945.1	GCF_055386945.1	Halomonas halophila	29573	OK		JCM 21221					Annotation submitted by RIKEN-BRC	2025-08-27	1	1	Complete Genome	2025-08-30		1	68							PacBio Revio	RIKEN-BRC	PRJDB20694	SAMD01611180	3398	3303		Halomonas	99.88	0.77
ASM5538694v1	GCF_055386945.1	GCA_055386945.1	Halomonas halophila	29573	OK		JCM 21221					GCF_055386945.1-RS_2026_02_24	2026-02-24	1	1	Complete Genome	2026-02-25		1	68							PacBio Revio	RIKEN-BRC		SAMD01611180	3366	3264	10	Halomonas	99.88	0.77
ASM3070420v1	GCA_030704205.1	GCF_030704205.1	Halomonas alkalicola	1930622	OK		CICC 11012s					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-08-03	1	1	Complete Genome	2023-08-09		1	67.5							PacBio Sequel; Illumina HiSeq	China National Research Institute of Food and Fermentation Industries	PRJNA380492	SAMN36780007	3396	3152	163	Halomonas	96.69	1.47
ASM3070420v1	GCF_030704205.1	GCA_030704205.1	Halomonas alkalicola	1930622	OK		CICC 11012s					GCF_030704205.1-RS_2025_08_08	2025-08-08	1	1	Complete Genome	2023-08-09		1	67.5							PacBio Sequel; Illumina HiSeq	China National Research Institute of Food and Fermentation Industries	PRJNA380492	SAMN36780007	3409	3181	147	Halomonas	96.69	1.47
ASM5538247v1	GCA_055382475.1	GCF_055382475.1	Halomonas beimenensis	475662	OK		JCM 16084					Annotation submitted by Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	2025-08-27	1	1	Complete Genome	2025-08-30		1	68.5							PacBio Revio	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	PRJDB20694	SAMD01611136	3831	3740		Halomonas	99.93	2.22
ASM5538247v1	GCF_055382475.1	GCA_055382475.1	Halomonas beimenensis	475662	OK		JCM 16084					GCF_055382475.1-RS_2026_02_24	2026-02-24	1	1	Complete Genome	2026-02-25		1	68.5							PacBio Revio	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan		SAMD01611136	3797	3684	23	Halomonas	99.93	2.22
ASM5538246v1	GCA_055382465.1	GCF_055382465.1	Halomonas garicola	1690008	OK		JCM 30151					Annotation submitted by Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	2025-08-27	2	2	Complete Genome	2025-08-30		2	63.5							PacBio Revio	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	PRJDB20694	SAMD01611191	2808	2727		Halomonas	98.9	2.21
ASM5538246v1	GCF_055382465.1	GCA_055382465.1	Halomonas garicola	1690008	OK		JCM 30151					GCF_055382465.1-RS_2026_02_24	2026-02-24	2	2	Complete Genome	2026-02-25		2	63.5							PacBio Revio	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan		SAMD01611191	2779	2652	44	Halomonas	98.9	2.21
ASM5537966v1	GCA_055379665.1	GCF_055379665.1	Halomonas cibimaris	657012	OK		JCM 16914					Annotation submitted by Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	2025-08-27	1	1	Complete Genome	2025-08-30		1	63							PacBio Revio	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	PRJDB20694	SAMD01611143	2512	2430		Halomonas	96.95	1.34
